Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
16331,wedding planner: dream weddings guaranteed,Ds,2010.0,Simulation,Dtp Entertainment,0.0,0.01,0.0,0.0,0.01
16332,element hunter,Ds,2009.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01
16333,ultraman fighting evolution 3,Ps2,2004.0,Fighting,Banpresto,0.0,0.0,0.01,0.0,0.01
16334,rondo of swords (jp sales),Ds,2007.0,Role-Playing,Success,0.0,0.0,0.01,0.0,0.01
16335,the eye of judgment: legends,Psp,2010.0,Strategy,Sony Computer Entertainment,0.0,0.0,0.01,0.0,0.01
16336,chaos;child,Ps4,2015.0,Adventure,5Pb,0.0,0.0,0.01,0.0,0.01
16337,greg hastings' tournament paintball max'd,Ps2,2006.0,Shooter,Activision,0.01,0.0,0.0,0.0,0.01
16338,whac-a-mole,Gba,2005.0,Puzzle,Zoo Digital Publishing,0.01,0.0,0.0,0.0,0.01
16339,nakayoshi all-stars: mezase gakuen idol,Ds,2008.0,Misc,Creative Core,0.0,0.0,0.01,0.0,0.01
16340,shinseiki evangelion: koutetsu no girlfriend tokubetsu-hen portable,Psp,2009.0,Adventure,Cyberfront,0.0,0.0,0.01,0.0,0.01
16341,fullmetal alchemist: prince of the dawn,Wii,2009.0,Adventure,Square Enix,0.0,0.0,0.01,0.0,0.01
16342,command & conquer renegade,Pc,2002.0,Shooter,Electronic Arts,0.0,0.01,0.0,0.0,0.01
16343,grooverider: slot car thunder,Gc,2003.0,Racing,Encore,0.01,0.0,0.0,0.0,0.01
16344,h2o+: footprints in the sand,Ps2,2008.0,Adventure,Kadokawa Shoten,0.0,0.0,0.01,0.0,0.01
16345,fashionable puppy: oshare na koinu ds,Ds,2007.0,Simulation,Mto,0.0,0.0,0.01,0.0,0.01
16346,sekirei: mirai kara no okurimono,Ps2,2009.0,Adventure,Alchemist,0.0,0.0,0.01,0.0,0.01
16347,cities: skylines snowfall,Pc,2016.0,Simulation,Paradox Development,0.0,0.01,0.0,0.0,0.01
16348,ultimate board game collection,Ps2,2006.0,Misc,Xplosiv,0.01,0.0,0.0,0.0,0.01
16349,dinotopia: the sunstone odyssey,Xb,2003.0,Action,Tdk Mediactive,0.01,0.0,0.0,0.0,0.01
16350,idol janshi suchie-pai iv,Ps2,2007.0,Misc,Jaleco,0.0,0.0,0.01,0.0,0.01
16351,dungeons & dragons: neverwinter nights - complete,Pc,2011.0,Misc,Atari,0.01,0.0,0.0,0.0,0.01
16352,natsuzora no monologue,Psp,2013.0,Adventure,Otomate,0.0,0.0,0.01,0.0,0.01
16353,kenka banchou portable,Psp,2009.0,Action,Spike,0.0,0.0,0.01,0.0,0.01
16354,world snooker challenge 2005,Psp,2005.0,Sports,Sega,0.0,0.01,0.0,0.0,0.01
16355,juiced 2: hot import nights,Pc,2007.0,Racing,Thq,0.0,0.01,0.0,0.0,0.01
16356,g1 jockey 4 2008,Ps3,2008.0,Sports,Tecmo Koei,0.0,0.01,0.0,0.0,0.01
16357,monster jam,Pc,2007.0,Racing,Activision,0.01,0.0,0.0,0.0,0.01
16358,icewind dale ii,Pc,2002.0,Role-Playing,Interplay,0.0,0.01,0.0,0.0,0.01
16359,the amazing spider-man (ds & mobile versions),Psp,2009.0,Action,Eidos Interactive,0.0,0.01,0.0,0.0,0.01
16360,mario vs. donkey kong: tipping stars,Wiiu,2015.0,Puzzle,Nintendo,0.0,0.0,0.01,0.0,0.01
16361,ishin renka: ryouma gaiden,Psp,2010.0,Adventure,D3Publisher,0.0,0.0,0.01,0.0,0.01
16362,nhl 2k7,Xb,2006.0,Sports,Take-Two Interactive,0.01,0.0,0.0,0.0,0.01
16363,shirahana no ori: hiiro no kakera 4 - shiki no uta,Psp,2013.0,Adventure,Idea Factory,0.0,0.0,0.01,0.0,0.01
16364,act of aggression,Pc,2015.0,Strategy,Focus Home Interactive,0.0,0.01,0.0,0.0,0.01
16365,powerdrome,Xb,2004.0,Racing,Evolved Games,0.01,0.0,0.0,0.0,0.01
16366,fallout anthology,Pc,2015.0,Action,Bethesda Softworks,0.0,0.01,0.0,0.0,0.01
16367,tropico 3: gold edition,Pc,2010.0,Strategy,Kalypso Media,0.0,0.01,0.0,0.0,0.01
16368,survivor,Wii,2010.0,Adventure,Valcon Games,0.01,0.0,0.0,0.0,0.01
16370,dance with devils,Psv,2016.0,Action,Nan,0.0,0.0,0.01,0.0,0.01
16371,wand of fortune,Ps2,2009.0,Adventure,Idea Factory,0.0,0.0,0.01,0.0,0.01
16372,arabians lost: the engagement on desert,Psp,2012.0,Adventure,Quinrose,0.0,0.0,0.01,0.0,0.01
16373,gobliiins 4,Pc,2009.0,Adventure,Kalypso Media,0.0,0.01,0.0,0.0,0.01
16374,s.y.k: shinsetsu saiyuuki portable,Psp,2010.0,Adventure,Idea Factory,0.0,0.0,0.01,0.0,0.01
16375,"crouching tiger, hidden dragon",Xb,2003.0,Action,Ubisoft,0.01,0.0,0.0,0.0,0.01
16376,meru purana,Ps,1996.0,Strategy,Gust,0.0,0.0,0.01,0.0,0.01
16377,cross edge dash,X360,2009.0,Role-Playing,Compile Heart,0.0,0.0,0.01,0.0,0.01
16378,colin mcrae rally 04,Pc,2004.0,Racing,Codemasters,0.0,0.01,0.0,0.0,0.01
16379,super bubble pop,Xb,2002.0,Puzzle,Jaleco,0.01,0.0,0.0,0.0,0.01
16380,fullmetal alchemist: trading card game,Ds,2007.0,Misc,Destineer,0.01,0.0,0.0,0.0,0.01
16381,luxor: pharaoh's challenge,Ds,2007.0,Puzzle,Funsta,0.0,0.01,0.0,0.0,0.01
16382,grand prix legends,Pc,1997.0,Racing,Vivendi Games,0.0,0.01,0.0,0.0,0.01
16383,fate/kaleid liner prisma illya,3Ds,2014.0,Action,Kadokawa Games,0.0,0.0,0.01,0.0,0.01
16384,hoshigami: ruining blue earth remix,Ds,2007.0,Role-Playing,505 Games,0.0,0.0,0.01,0.0,0.01
16385,akatsuki no amaneka to aoi kyojin,Psp,2010.0,Strategy,Cyberfront,0.0,0.0,0.01,0.0,0.01
16386,pilot academy,Psp,2006.0,Simulation,Rising Star Games,0.0,0.01,0.0,0.0,0.01
16387,poker for dummies,Pc,2008.0,Misc,Electronic Arts,0.0,0.01,0.0,0.0,0.01
16388,john daly's prostroke golf,X360,2010.0,Sports,O-Games,0.01,0.0,0.0,0.0,0.01
16389,trackmania turbo,Pc,2016.0,Action,Ubisoft,0.0,0.01,0.0,0.0,0.01
16390,darkened skye,Gc,2002.0,Adventure,Tdk Mediactive,0.01,0.0,0.0,0.0,0.01
16391,sakura-sou no pet na kanojo,Psv,2013.0,Adventure,Kadokawa Games,0.0,0.0,0.01,0.0,0.01
16392,wsc real 09: world snooker championship,X360,2009.0,Sports,Deep Silver,0.0,0.01,0.0,0.0,0.01
16393,world snooker championship 2007,X360,2007.0,Sports,Sega,0.0,0.01,0.0,0.0,0.01
16394,handball 16,X360,2015.0,Sports,Bigben Interactive,0.0,0.01,0.0,0.0,0.01
16395,wand of fortune: mirai e no prologue,Ps2,2010.0,Adventure,Idea Factory,0.0,0.0,0.01,0.0,0.01
16396,alone in the dark,Pc,2008.0,Adventure,Atari,0.0,0.01,0.0,0.0,0.01
16397,nova usagi no game de ryuugaku!? ds,Ds,2007.0,Misc,Konami Digital Entertainment,0.0,0.0,0.01,0.0,0.01
16398,lma manager 2007,X360,2006.0,Sports,Codemasters,0.0,0.01,0.0,0.0,0.01
16399,san-x: chara sagashi land,Ds,2007.0,Action,Mto,0.0,0.0,0.01,0.0,0.01
16400,heart no kuni no alice,Psp,2009.0,Adventure,Prototype,0.0,0.0,0.01,0.0,0.01
16401,petz: hamsterz life 2,Gba,2007.0,Misc,Ubisoft,0.01,0.0,0.0,0.0,0.01
16402,the technomancer,Pc,2016.0,Role-Playing,Focus Home Interactive,0.0,0.01,0.0,0.0,0.01
16403,pro evolution soccer 2010,Pc,2009.0,Sports,Konami Digital Entertainment,0.0,0.01,0.0,0.0,0.01
16404,memories off,Psp,2008.0,Adventure,5Pb,0.0,0.0,0.01,0.0,0.01
16405,tenchu san portable,Psp,2009.0,Action,From Software,0.0,0.0,0.01,0.0,0.01
16406,ratchet & clank: full frontal assault,Psv,2012.0,Adventure,Sony Computer Entertainment,0.01,0.0,0.0,0.0,0.01
16407,vitamin x,Ps2,2007.0,Adventure,D3Publisher,0.0,0.0,0.01,0.0,0.01
16408,the wild west,Ds,2007.0,Action,Majesco Entertainment,0.01,0.0,0.0,0.0,0.01
16409,the amazing spider-man 2 (2014),Pc,2014.0,Action,Activision,0.0,0.01,0.0,0.0,0.01
16410,saint seiya omega: ultimate cosmo,Psp,2012.0,Fighting,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01
16411,sega rally revo,Pc,2007.0,Racing,Sega,0.0,0.01,0.0,0.0,0.01
16412,"element girl: love, fashion and friends",Ds,2008.0,Adventure,Dtp Entertainment,0.0,0.01,0.0,0.0,0.01
16413,"sakigake!! otokojuku - nihon yo, kore ga otoko dearu!",Ps3,2014.0,Fighting,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01
16414,teenage mutant ninja turtles (3ds),3Ds,2013.0,Action,Activision,0.01,0.0,0.0,0.0,0.01
16415,time leap,X360,2009.0,Adventure,Prototype,0.0,0.0,0.01,0.0,0.01
16416,the godfather (jp sales),X360,2006.0,Action,Electronic Arts,0.0,0.0,0.01,0.0,0.01
16417,thinksmart: chess for kids,Ds,2011.0,Misc,Mentor Interactive,0.01,0.0,0.0,0.0,0.01
16418,world heroes anthology,Ps2,2007.0,Fighting,Ignition Entertainment,0.0,0.0,0.01,0.0,0.01
16419,chaos;child,Ps3,2015.0,Adventure,5Pb,0.0,0.0,0.01,0.0,0.01
16420,th!nk logic trainer,Wii,2009.0,Puzzle,Conspiracy Entertainment,0.01,0.0,0.0,0.0,0.01
16421,"tennis no oji-sama: doubles no oji-sama - boys, be glorious!",Ds,2009.0,Sports,Konami Digital Entertainment,0.0,0.0,0.01,0.0,0.01
16422,routes pe,Ps2,2007.0,Adventure,Aqua Plus,0.0,0.0,0.01,0.0,0.01
16423,winning eleven: pro evolution soccer 2007,Pc,2006.0,Sports,Konami Digital Entertainment,0.0,0.01,0.0,0.0,0.01
16424,uchida yasuou mystery: meitantei senken mitsuhiko series: fukutoshin renzoku satsujin jiken,Ds,2009.0,Adventure,D3Publisher,0.0,0.0,0.01,0.0,0.01
16425,railfan,Ps3,2006.0,Simulation,Ongakukan,0.0,0.0,0.01,0.0,0.01
16426,sonipro,3Ds,2014.0,Adventure,Imageepoch Inc.,0.0,0.0,0.01,0.0,0.01
16427,real crimes: the unicorn killer,Ds,2011.0,Puzzle,Unknown,0.0,0.01,0.0,0.0,0.01
16428,akatsuki no goei trinity,Psp,2012.0,Adventure,5Pb,0.0,0.0,0.01,0.0,0.01
16429,espn nba 2night 2002,Xb,2002.0,Sports,Konami Digital Entertainment,0.01,0.0,0.0,0.0,0.01
16431,aladdin magic racer,Wii,2011.0,Racing,Big Ben Interactive,0.01,0.0,0.0,0.0,0.01
16432,goat simulator,Xone,2016.0,Simulation,Koch Media,0.0,0.01,0.0,0.0,0.01
16433,golden time: vivid memories,Psv,2014.0,Adventure,Ascii Media Works,0.0,0.0,0.01,0.0,0.01
16434,kamigami no asobi infinite,Psv,2016.0,Adventure,Broccoli,0.0,0.0,0.01,0.0,0.01
16435,shinseiki evangelion: koutetsu no girlfriend 2nd portable,Psp,2009.0,Adventure,Cyberfront,0.0,0.0,0.01,0.0,0.01
16436,clive barker's jericho,Pc,2007.0,Shooter,Codemasters,0.0,0.01,0.0,0.0,0.01
16437,tenjin ranman: happy go lucky!!,Psp,2010.0,Adventure,Russel,0.0,0.0,0.01,0.0,0.01
16438,getsuei gakuen: kou,Psv,2013.0,Adventure,Arc System Works,0.0,0.0,0.01,0.0,0.01
16439,worms 2,Pc,1997.0,Strategy,Microprose,0.0,0.01,0.0,0.0,0.01
16440,the cages: pro style batting practice,Wii,2010.0,Sports,Konami Digital Entertainment,0.01,0.0,0.0,0.0,0.01
16441,brothers conflict: precious baby,Psv,2017.0,Action,Idea Factory,0.0,0.0,0.01,0.0,0.01
16442,shin sangoku musou 4 special,X360,2005.0,Action,Tecmo Koei,0.0,0.0,0.01,0.0,0.01
16443,bullet soul: tama tamashii,X360,2011.0,Shooter,5Pb,0.0,0.0,0.01,0.0,0.01
16444,g1 jockey 4 2007,Ps2,2007.0,Sports,Tecmo Koei,0.0,0.0,0.01,0.0,0.01
16445,colin mcrae rally 2005 plus,Psp,2005.0,Racing,Codemasters,0.0,0.0,0.01,0.0,0.01
16446,heart no kuni no alice: wonderful twin world,Psp,2014.0,Adventure,Quinrose,0.0,0.0,0.01,0.0,0.01
16447,madagascar: escape 2 africa,Pc,2008.0,Action,Activision,0.01,0.0,0.0,0.0,0.01
16448,wade hixton's counter punch,Gba,2004.0,Sports,"Destination Software, Inc",0.01,0.0,0.0,0.0,0.01
16449,junjou romanchika: koi no doki doki daisakusen,Ps2,2008.0,Adventure,Marvelous Interactive,0.0,0.0,0.01,0.0,0.01
16450,legacy of kain: defiance,Pc,2003.0,Action,Eidos Interactive,0.0,0.01,0.0,0.0,0.01
16451,assassin's creed chronicles,Xone,2016.0,Action,Ubisoft,0.0,0.01,0.0,0.0,0.01
16452,king's bounty: armored princess,Pc,2009.0,Role-Playing,1C Company,0.0,0.01,0.0,0.0,0.01
16453,hyperdimension neptunia mk2,Ps3,2011.0,Action,Nippon Ichi Software,0.0,0.01,0.0,0.0,0.01
16454,shin koihime musou: otome taisen * sangokushi engi,Ps3,2014.0,Adventure,Views,0.0,0.0,0.01,0.0,0.01
16455,rugby league live 3,Xone,2015.0,Action,Tru Blu Entertainment,0.0,0.01,0.0,0.0,0.01
16456,winx club: saving alfea,3Ds,2014.0,Action,Namco Bandai Games,0.0,0.01,0.0,0.0,0.01
16457,heart no kuni no alice,Ps2,2008.0,Adventure,Prototype,0.0,0.0,0.01,0.0,0.01
16458,shijyou saikyou no deshi kenichi: gekitou! ragnarok hachikengou,Ps2,2007.0,Fighting,Capcom,0.0,0.0,0.01,0.0,0.01
16459,art academy: home studio,Wiiu,2015.0,Misc,Nintendo,0.0,0.0,0.01,0.0,0.01
16460,juggler ds,Ds,2008.0,Misc,Commseed,0.0,0.0,0.01,0.0,0.01
16461,katekyoo hitman reborn! kindan no yami no delta,Wii,2008.0,Action,Marvelous Interactive,0.0,0.0,0.01,0.0,0.01
16462,rugby world cup 2015,Pc,2015.0,Sports,Ubisoft,0.0,0.01,0.0,0.0,0.01
16463,"horse life 4: my horse, my friend, my champion",3Ds,2015.0,Action,Unknown,0.0,0.01,0.0,0.0,0.01
16464,razor freestyle scooter,Gba,2001.0,Sports,Ubisoft,0.01,0.0,0.0,0.0,0.01
16465,outdoors unleashed: alaska 3d,3Ds,2011.0,Sports,Mastiff,0.01,0.0,0.0,0.0,0.01
16466,vitamin y,Ds,2008.0,Adventure,D3Publisher,0.0,0.0,0.01,0.0,0.01
16467,egg mania: eggstreme madness,Gc,2002.0,Puzzle,Kemco,0.01,0.0,0.0,0.0,0.01
16468,help wanted: 50 wacky jobs (jp sales),Wii,2008.0,Simulation,Hudson Soft,0.0,0.01,0.01,0.0,0.01
16469,magicians academy,Ps2,2007.0,Role-Playing,Enterbrain,0.0,0.0,0.01,0.0,0.01
16470,memories off #5: togireta film,Psp,2009.0,Adventure,5Pb,0.0,0.0,0.01,0.0,0.01
16471,exstetra,3Ds,2013.0,Role-Playing,Furyu,0.0,0.0,0.01,0.0,0.01
16472,lucian bee's: resurrection supernova,Ps2,2009.0,Adventure,5Pb,0.0,0.0,0.01,0.0,0.01
16473,amnesia later,Psv,2014.0,Misc,Idea Factory,0.0,0.0,0.01,0.0,0.01
16474,motogp 15,X360,2015.0,Racing,Milestone S.R.L.,0.0,0.01,0.0,0.0,0.01
16475,azure striker gunvolt: striker pack,3Ds,2016.0,Action,Inti Creates,0.0,0.0,0.01,0.0,0.01
16476,captain rainbow,Wii,2008.0,Adventure,Nintendo,0.0,0.0,0.01,0.0,0.01
16477,total war attila: tyrants & kings,Pc,2016.0,Strategy,Koch Media,0.0,0.01,0.0,0.0,0.01
16478,space raiders,Gc,2003.0,Shooter,Taito,0.01,0.0,0.0,0.0,0.01
16479,dodonpachi daifukkatsu: black label,X360,2011.0,Shooter,Cave,0.0,0.0,0.01,0.0,0.01
16480,"shinobi, koi utsutsu: setsugetsuka koi emaki",Psv,2015.0,Action,Idea Factory,0.0,0.0,0.01,0.0,0.01
16481,ishin no arashi: shippuu ryuumeden,Ds,2010.0,Strategy,Tecmo Koei,0.0,0.0,0.01,0.0,0.01
16482,agatha christie: peril at end house,Pc,2009.0,Adventure,Jowood Productions,0.0,0.01,0.0,0.0,0.01
16483,muv-luv alternative,Ps3,2012.0,Simulation,5Pb,0.0,0.0,0.01,0.0,0.01
16484,dengeki gakuen rpg: cross of venus special,Ds,2011.0,Role-Playing,Ascii Media Works,0.0,0.0,0.01,0.0,0.01
16485,dragon ball z for kinect,X360,2012.0,Fighting,Namco Bandai Games,0.01,0.0,0.0,0.0,0.01
16486,hospital tycoon,Pc,2007.0,Strategy,Codemasters,0.0,0.01,0.0,0.0,0.01
16487,smart boy's winter wonderland,Ds,2008.0,Misc,Ufo Interactive,0.01,0.0,0.0,0.0,0.01
16488,koi sentai love & peace the p.s.p: power zenkai! special youso tenkomori de portable ka daisakusen de aru!,Psp,2012.0,Action,Broccoli,0.0,0.0,0.01,0.0,0.01
16489,case closed: one truth prevails,Wii,2007.0,Adventure,Nobilis,0.0,0.0,0.01,0.0,0.01
16490,slotter mania p: tetsuya shinjuku vs ueno,Psp,2010.0,Misc,Dorart,0.0,0.0,0.01,0.0,0.01
16491,bomberman,Wii,2008.0,Puzzle,Hudson Entertainment,0.0,0.0,0.01,0.0,0.01
16492,micro machines v4,Ps2,2006.0,Racing,Codemasters,0.01,0.0,0.0,0.0,0.01
16493,sbk superbike world championship,Psp,2008.0,Racing,Black Bean Games,0.01,0.0,0.0,0.0,0.01
16494,summer athletics,Pc,2008.0,Sports,Dtp Entertainment,0.0,0.01,0.0,0.0,0.01
16495,daito giken koushiki pachi-slot simulator: 24 - twenty-four,Ps2,2008.0,Misc,Paon,0.0,0.0,0.01,0.0,0.01
16497,legends of oz: dorothy's return,3Ds,2014.0,Puzzle,Nan,0.0,0.01,0.0,0.0,0.01
16498,unending bloody call,Psp,2012.0,Action,Asgard,0.0,0.0,0.01,0.0,0.01
16499,shutsugeki! otometachi no senjou 2: ikusabana no kizuna,Psp,2011.0,Strategy,System Soft,0.0,0.0,0.01,0.0,0.01
16500,snood 2: on vacation,Gba,2005.0,Puzzle,Zoo Digital Publishing,0.01,0.0,0.0,0.0,0.01
16501,the land before time: into the mysterious beyond,Gba,2006.0,Platform,Game Factory,0.01,0.0,0.0,0.0,0.01
16502,irotoridori no sekai: world's end re-birth,Psv,2015.0,Action,Hunex,0.0,0.0,0.01,0.0,0.01
16503,satomi hakkenden: hachi tamanoki,Psp,2014.0,Adventure,Quinrose,0.0,0.0,0.01,0.0,0.01
16504,"transformers: war for cybertron (xbox 360, ps3, & pc versions)",Pc,2010.0,Shooter,Activision,0.01,0.0,0.0,0.0,0.01
16505,naraku no shiro,Ps2,2008.0,Adventure,Nippon Ichi Software,0.0,0.0,0.01,0.0,0.01
16506,shinigami to shoujo,Psp,2011.0,Adventure,Takuyo,0.0,0.0,0.01,0.0,0.01
16507,mystereet,Ps2,2006.0,Adventure,Yeti,0.0,0.0,0.01,0.0,0.01
16508,rabbids invasion: the interactive tv show,Xone,2014.0,Misc,Ubisoft,0.0,0.01,0.0,0.0,0.01
16509,samurai shodown: warrios rage,Ps,1999.0,Fighting,Snk,0.01,0.0,0.0,0.0,0.01
16510,romeo vs. juliet,Psp,2013.0,Adventure,Quinrose,0.0,0.0,0.01,0.0,0.01
16511,the rise of the argonauts,Pc,2008.0,Role-Playing,Codemasters,0.0,0.01,0.0,0.0,0.01
16512,trine,Pc,2009.0,Action,Nobilis,0.0,0.01,0.0,0.0,0.01
16513,palais de reine,Ps2,2007.0,Strategy,Interchannel-Holon,0.0,0.0,0.01,0.0,0.01
16514,pony friends 2,Pc,2009.0,Simulation,Eidos Interactive,0.0,0.01,0.0,0.0,0.01
16515,balloon pop 2,3Ds,2012.0,Puzzle,Ufo Interactive,0.01,0.0,0.0,0.0,0.01
16516,deal or no deal,Pc,2006.0,Misc,Focus Home Interactive,0.0,0.01,0.0,0.0,0.01
16517,national geographic panda (jp sales),Ds,2008.0,Simulation,Ubisoft,0.0,0.0,0.01,0.0,0.01
16518,knights in the nightmare: dhe series special pack,Ds,2008.0,Role-Playing,Sting,0.0,0.0,0.01,0.0,0.01
16519,dj max technika tune,Psv,2012.0,Misc,Cyberfront,0.0,0.0,0.01,0.0,0.01
16520,teenage mutant ninja turtles,Wii,2007.0,Action,Konami Digital Entertainment,0.0,0.01,0.0,0.0,0.01
16521,crossroad crisis,Ps,2000.0,Puzzle,Success,0.01,0.0,0.0,0.0,0.01
16522,bakumatsu rock: ultra soul,Psp,2014.0,Misc,Marvelous Interactive,0.0,0.0,0.01,0.0,0.01
16523,tengai makyo: dai yon no mokushiroku,Psp,2006.0,Role-Playing,Hudson Soft,0.0,0.0,0.01,0.0,0.01
16524,akatsuki no goei trinity,Ps3,2012.0,Adventure,5Pb,0.0,0.0,0.01,0.0,0.01
16525,karnaaj rally,Gba,2003.0,Racing,Jaleco,0.01,0.0,0.0,0.0,0.01
16526,style book: cinnamoroll,Ds,2006.0,Misc,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01
16527,shirogane no soleil: contract to the future - mirai e no keiyaku,Ps2,2008.0,Adventure,Russel,0.0,0.0,0.01,0.0,0.01
16528,blazer drive,Ds,2008.0,Role-Playing,Sega,0.0,0.0,0.01,0.0,0.01
16529,onigokko! portable,Psp,2013.0,Adventure,Alchemist,0.0,0.0,0.01,0.0,0.01
16530,hoshizora no comic garden,Ds,2008.0,Adventure,D3Publisher,0.0,0.0,0.01,0.0,0.01
16531,kiniro no corda 3,3Ds,2015.0,Adventure,Tecmo Koei,0.0,0.0,0.01,0.0,0.01
16532,hirameki action: chibikko wagyan no daiki na bouken,Ds,2009.0,Action,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01
16533,sébastien loeb rally evo,Xone,2016.0,Racing,Milestone S.R.L,0.0,0.01,0.0,0.0,0.01
16534,hitman (2016),Xone,2016.0,Action,Square Enix,0.0,0.01,0.0,0.0,0.01
16535,storm: frontline nation,Pc,2011.0,Strategy,Unknown,0.0,0.01,0.0,0.0,0.01
16536,metal gear solid hd edition,X360,2011.0,Action,Konami Digital Entertainment,0.0,0.0,0.01,0.0,0.01
16537,time travelers,Psp,2012.0,Adventure,Level 5,0.0,0.0,0.01,0.0,0.01
16538,mushi bugyou,3Ds,2013.0,Action,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01
16539,patrician iv: gold edition,Pc,2011.0,Misc,Kalypso Media,0.0,0.01,0.0,0.0,0.01
16540,transformers: fall of cybertron,Pc,2012.0,Action,Activision,0.01,0.0,0.0,0.0,0.01
16541,sea monsters: a prehistoric adventure,Ds,2007.0,Adventure,Dsi Games,0.01,0.0,0.0,0.0,0.01
16542,spore galactic adventures,Pc,2009.0,Strategy,Electronic Arts,0.0,0.01,0.0,0.0,0.01
16543,15 days,Pc,2009.0,Adventure,Dtp Entertainment,0.0,0.01,0.0,0.0,0.01
16544,battle fantasia,Ps3,2008.0,Fighting,505 Games,0.0,0.0,0.01,0.0,0.01
16545,mario & luigi: paper jam & mario kart 7 double pack,3Ds,2015.0,Misc,Nintendo,0.0,0.0,0.01,0.0,0.01
16546,driving simulator 2011,Pc,2011.0,Racing,Nan,0.0,0.01,0.0,0.0,0.01
16547,imagine figure skater (jp sales),Ds,2007.0,Sports,Ubisoft,0.0,0.0,0.01,0.0,0.01
16548,the treasures of mystery island 3 pack - save mystery island!,Pc,2011.0,Puzzle,Unknown,0.01,0.0,0.0,0.0,0.01
16549,hyakki yagyou kaidan romance,Psp,2012.0,Action,Quinrose,0.0,0.0,0.01,0.0,0.01
16550,bookworm deluxe,Pc,2006.0,Puzzle,Popcap Games,0.01,0.0,0.0,0.0,0.01
16551,hakuoki: reimeiroku - omouhase kara,Psv,2015.0,Action,Idea Factory,0.0,0.0,0.01,0.0,0.01
16552,e.t. the extra-terrestrial,Gba,2001.0,Action,Newkidco,0.01,0.0,0.0,0.0,0.01
16553,god eater off shot: tachibana sakuya-hen twin pack & animation vol.7,Ps4,2016.0,Action,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01
16554,sweet honey coming,Ps2,2009.0,Adventure,Kadokawa Shoten,0.0,0.0,0.01,0.0,0.01
16555,mahou sensei negima!? neo-pactio fight!!,Wii,2007.0,Fighting,Marvelous Interactive,0.0,0.0,0.01,0.0,0.01
16556,bound by flame,X360,2014.0,Role-Playing,Nan,0.0,0.01,0.0,0.0,0.01
16557,psychic detective,Ps,1995.0,Adventure,Electronic Arts,0.01,0.0,0.0,0.0,0.01
16558,codename: panzers complete collection,Pc,2016.0,Strategy,Nordic Games,0.0,0.01,0.0,0.0,0.01
16559,super robot taisen: original generation,Gba,2002.0,Role-Playing,Banpresto,0.01,0.0,0.0,0.0,0.01
16560,dramatical murder re:code,Psv,2014.0,Adventure,Nitroplus,0.0,0.0,0.01,0.0,0.01
16561,pro evolution soccer 2008,Pc,2007.0,Sports,Konami Digital Entertainment,0.0,0.01,0.0,0.0,0.01
16562,sugar + spice! anoko no suteki na nanimokamo,Ps2,2008.0,Adventure,Alchemist,0.0,0.0,0.01,0.0,0.01
16563,hanasaku manimani,Psv,2014.0,Adventure,5Pb,0.0,0.0,0.01,0.0,0.01
16564,kanokon: esuii,Ps2,2008.0,Adventure,5Pb,0.0,0.0,0.01,0.0,0.01
16565,mighty no. 9,Xone,2016.0,Platform,Deep Silver,0.01,0.0,0.0,0.0,0.01
16566,mortal kombat: deadly alliance,Gba,2002.0,Fighting,Midway Games,0.01,0.0,0.0,0.0,0.01
16567,original frisbee disc sports: ultimate & golf,Ds,2007.0,Action,"Destination Software, Inc",0.01,0.0,0.0,0.0,0.01
16568,teslagrad,Psv,2015.0,Platform,Rain Games,0.0,0.01,0.0,0.0,0.01
16569,end of nations,Pc,2012.0,Strategy,Trion Worlds,0.01,0.0,0.0,0.0,0.01
16570,fujiko f. fujio characters: great assembly! slightly fantastic slapstick party,3Ds,2014.0,Action,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01
16571,xi coliseum,Psp,2006.0,Puzzle,Sony Computer Entertainment,0.0,0.0,0.01,0.0,0.01
16572,resident evil 4 hd,Xone,2016.0,Shooter,Capcom,0.01,0.0,0.0,0.0,0.01
16573,farming 2017 - the simulation,Ps4,2016.0,Simulation,Uig Entertainment,0.0,0.01,0.0,0.0,0.01
16574,grisaia no kajitsu: la fruit de la grisaia,Psp,2013.0,Adventure,Prototype,0.0,0.0,0.01,0.0,0.01
16575,scarlett: nichijou no kyoukaisen,Ps2,2008.0,Adventure,Kadokawa Shoten,0.0,0.0,0.01,0.0,0.01
16576,mini desktop racing,Wii,2007.0,Racing,Popcorn Arcade,0.01,0.0,0.0,0.0,0.01
16577,yattaman wii: bikkuridokkiri machine de mou race da koron,Wii,2008.0,Racing,Takara Tomy,0.0,0.0,0.01,0.0,0.01
16578,neo angelique special,Psp,2008.0,Adventure,Tecmo Koei,0.0,0.0,0.01,0.0,0.01
16579,rugby challenge 3,Xone,2016.0,Sports,Alternative Software,0.0,0.01,0.0,0.0,0.01
